ZIP,Year,earned_premium,earned_exposure,cat_fire_losses,noncat_fire_losses,avg_fire_risk_score,task1a_qcrossformer_deep_task1a_deep_quantum_full2021_risk_2021,task1a_qcrossformer_deep_task1a_deep_quantum_full2021_risk_is_predicted,avg_ppc,total_population,median_income,premium_rolling_mean,year_sin,year_cos
95667,2020,19823565,12963.0,0,1156103,2.143333333333333,2.2439623,1,,36286.0,90499.0,9922452.0,1.2246467991473532e-16,-1.0
95667,2021,23364506,13517.0,1057106,2504690,2.208333333333333,2.2439623,1,,36286.0,90499.0,13222823.0,-1.0,-1.8369701987210294e-16
95668,2018,92795,74.08,0,0,0.124,0.32496667,1,7.008,540.0,96250.0,0.0,0.0,1.0
95668,2019,101145,75.3,0,0,0.118,0.32496667,1,7.308,540.0,96250.0,92795.0,1.0,6.123233995736766e-17
95668,2020,133005,118.0,0,0,0.3783333333333333,0.32496667,1,,540.0,96250.0,96970.0,1.2246467991473532e-16,-1.0
95668,2021,143340,121.0,0,0,0.3716666666666666,0.32496667,1,,540.0,96250.0,108981.66666666669,-1.0,-1.8369701987210294e-16
95669,2018,383493,348.43,0,0,1.26,1.1767433,1,6.13,2359.0,90455.0,0.0,0.0,1.0
95669,2019,512390,445.43,0,0,1.312,1.1767433,1,5.932,2359.0,90455.0,383493.0,1.0,6.123233995736766e-17
95669,2020,1709934,1374.0,0,0,1.221666666666667,1.1767433,1,,2359.0,90455.0,447941.5,1.2246467991473532e-16,-1.0
95669,2021,1154618,758.0,0,0,1.2566666666666666,1.1767433,1,,2359.0,90455.0,868605.6666666666,-1.0,-1.8369701987210294e-16
95670,2018,5265511,7470.919999999999,11631,1884418,0.2808333333333333,0.32606032,1,2.8816666666666664,59314.0,90414.0,0.0,0.0,1.0
95670,2019,5873273,8146.88,0,1229842,0.2616666666666666,0.32606032,1,2.8725,59314.0,90414.0,5265511.0,1.0,6.123233995736766e-17
95670,2020,7685707,11084.0,0,863802,0.3416666666666666,0.32606032,1,,59314.0,90414.0,5569392.0,1.2246467991473532e-16,-1.0
95670,2021,8532401,11330.0,9832,637837,0.3933333333333333,0.32606032,1,,59314.0,90414.0,6274830.333333333,-1.0,-1.8369701987210294e-16
95672,2018,1226030,888.0400000000001,0,510134,1.7816666666666665,2.05197,1,5.488333333333333,5630.0,145769.0,0.0,0.0,1.0
95672,2019,1455988,943.83,0,120000,2.233,2.05197,1,5.204,5630.0,145769.0,1226030.0,1.0,6.123233995736766e-17
95672,2020,2340284,1374.0,0,0,1.8483333333333332,2.05197,1,,5630.0,145769.0,1341009.0,1.2246467991473532e-16,-1.0
95672,2021,2907038,1502.0,0,1329700,1.8433333333333333,2.05197,1,,5630.0,145769.0,1674100.6666666667,-1.0,-1.8369701987210294e-16
95673,2018,1773004,2352.29,0,10373,0.17,0.26702654,1,2.954,16935.0,96694.0,0.0,0.0,1.0
95673,2019,1950729,2485.6400000000003,19425,877520,0.1659999999999999,0.26702654,1,2.9,16935.0,96694.0,1773004.0,1.0,6.123233995736766e-17
95673,2020,2423039,3057.0,1371,702054,0.26,0.26702654,1,,16935.0,96694.0,1861866.5,1.2246467991473532e-16,-1.0
95673,2021,2640295,3098.0,0,60993,0.3016666666666667,0.26702654,1,,16935.0,96694.0,2048924.0,-1.0,-1.8369701987210294e-16
95674,2018,90469,79.05,0,36069,0.164,0.30681393,1,7.946,992.0,109063.0,0.0,0.0,1.0
95674,2019,93624,80.84,0,0,0.18,0.30681393,1,8.238,992.0,109063.0,90469.0,1.0,6.123233995736766e-17
95674,2020,134790,134.0,0,70482,0.3349999999999999,0.30681393,1,,992.0,109063.0,92046.5,1.2246467991473532e-16,-1.0
95674,2021,152633,142.0,0,0,0.3516666666666666,0.30681393,1,,992.0,109063.0,106294.33333333331,-1.0,-1.8369701987210294e-16
95675,2018,57022,58.7,0,0,2.458,2.16657,1,5.386,345.0,89916.0,0.0,0.0,1.0
95675,2019,71417,68.12,0,0,2.576,2.16657,1,5.273,345.0,89916.0,57022.0,1.0,6.123233995736766e-17
95675,2020,143182,135.0,0,0,1.9783333333333333,2.16657,1,,345.0,89916.0,64219.5,1.2246467991473532e-16,-1.0
95675,2021,181024,154.0,0,0,2.215,2.16657,1,,345.0,89916.0,90540.33333333331,-1.0,-1.8369701987210294e-16
95676,2018,31484,35.75,0,0,0.3966666666666666,0.2910994,1,4.703333333333333,91.0,58438.0,0.0,0.0,1.0
95676,2019,32933,36.95,0,0,0.3266666666666666,0.2910994,1,4.716666666666666,91.0,58438.0,31484.0,1.0,6.123233995736766e-17
95676,2020,40987,54.0,0,0,0.2533333333333333,0.2910994,1,,91.0,58438.0,32208.5,1.2246467991473532e-16,-1.0
95676,2021,49242,55.0,0,0,0.245,0.2910994,1,,91.0,58438.0,35134.666666666664,-1.0,-1.8369701987210294e-16
95677,2018,3511818,4257.87,0,654196,0.6075,0.4928203,1,2.143333333333333,28873.0,104985.0,0.0,0.0,1.0
95677,2019,3960520,4603.68,0,4157,0.5216666666666666,0.4928203,1,1.93,28873.0,104985.0,3511818.0,1.0,6.123233995736766e-17
95677,2020,5108585,6400.0,0,142156,0.54,0.4928203,1,,28873.0,104985.0,3736169.0,1.2246467991473532e-16,-1.0
95677,2021,5655145,6567.0,148949,1732987,0.52,0.4928203,1,,28873.0,104985.0,4193641.0,-1.0,-1.8369701987210294e-16
95678,2018,4963208,7318.75,1500,306447,0.2516666666666666,0.33455816,1,2.125833333333333,45744.0,104704.0,0.0,0.0,1.0
95678,2019,5468306,7728.799999999999,0,130126,0.245,0.33455816,1,2.1041666666666665,45744.0,104704.0,4963208.0,1.0,6.123233995736766e-17
95678,2020,6806017,10202.0,7056,997267,0.3633333333333333,0.33455816,1,,45744.0,104704.0,5215757.0,1.2246467991473532e-16,-1.0
95678,2021,7409301,10394.0,381669,712923,0.4266666666666667,0.33455816,1,,45744.0,104704.0,5745843.666666667,-1.0,-1.8369701987210294e-16
95679,2018,7336,7.64,0,0,0.4666666666666666,0.6482736,1,7.94,113.0,89916.0,0.0,0.0,1.0
95679,2019,7926,7.19,0,0,0.4066666666666667,0.6482736,1,7.933333333333334,113.0,89916.0,7336.0,1.0,6.123233995736766e-17
95679,2020,23609,16.0,0,0,0.7933333333333333,0.6482736,1,,113.0,89916.0,7631.0,1.2246467991473532e-16,-1.0
95679,2021,31646,20.0,0,0,0.62,0.6482736,1,,113.0,89916.0,12957.0,-1.0,-1.8369701987210294e-16
95680,2018,6467,7.03,0,0,0.3333333333333333,0.38294902,1,7.203333333333333,10.0,89916.0,0.0,0.0,1.0
95680,2019,7312,6.46,0,0,0.38,0.38294902,1,6.989999999999999,10.0,89916.0,6467.0,1.0,6.123233995736766e-17
95680,2020,14277,15.0,0,0,0.4166666666666667,0.38294902,1,,10.0,89916.0,6889.5,1.2246467991473532e-16,-1.0
95680,2021,18429,12.0,0,0,0.3883333333333333,0.38294902,1,,10.0,89916.0,9352.0,-1.0,-1.8369701987210294e-16
95681,2018,151394,178.03,0,0,1.096,0.888988,1,3.864,1525.0,80000.0,0.0,0.0,1.0
95681,2019,159873,185.8,0,0,1.038,0.888988,1,3.24,1525.0,80000.0,151394.0,1.0,6.123233995736766e-17
95681,2020,247086,273.0,80000,18168,0.9383333333333334,0.888988,1,,1525.0,80000.0,155633.5,1.2246467991473532e-16,-1.0
95681,2021,277496,280.0,0,0,1.038333333333333,0.888988,1,,1525.0,80000.0,186117.66666666663,-1.0,-1.8369701987210294e-16
95682,2018,5941207,5165.1900000000005,0,84618,1.846666666666667,1.8524454,1,3.924166666666667,29249.0,115621.0,0.0,0.0,1.0
95682,2019,13691516,10943.56,0,329960,1.8533333333333333,1.8524454,1,4.025,29249.0,115621.0,5941207.0,1.0,6.123233995736766e-17
95682,2020,10298295,7708.0,0,260539,1.7300000000000002,1.8524454,1,,29249.0,115621.0,9816361.5,1.2246467991473532e-16,-1.0
95682,2021,12482686,8002.0,0,1834726,1.775,1.8524454,1,,29249.0,115621.0,9977006.0,-1.0,-1.8369701987210294e-16
95683,2018,1419093,1224.9,0,209687,0.6391666666666667,0.5813985,1,2.9225,6128.0,130439.0,0.0,0.0,1.0
95683,2019,1618850,1287.96,0,20235,0.6016666666666667,0.5813985,1,3.145833333333333,6128.0,130439.0,1419093.0,1.0,6.123233995736766e-17
95683,2020,2243440,1838.0,592,12892,0.6533333333333333,0.5813985,1,,6128.0,130439.0,1518971.5,1.2246467991473532e-16,-1.0
95683,2021,2550088,1883.0,0,6633,0.7216666666666667,0.5813985,1,,6128.0,130439.0,1760461.0,-1.0,-1.8369701987210294e-16
95684,2018,911104,590.43,0,0,2.541,2.4709644,1,6.18,2637.0,78163.0,0.0,0.0,1.0
95684,2019,1232614,715.72,0,2530,2.656,2.4709644,1,6.770999999999999,2637.0,78163.0,911104.0,1.0,6.123233995736766e-17
95684,2020,2352570,1298.0,0,0,2.84,2.4709644,1,,2637.0,78163.0,1071859.0,1.2246467991473532e-16,-1.0
95684,2021,3110618,1490.0,8336836,480533,2.901666666666667,2.4709644,1,,2637.0,78163.0,1498762.6666666667,-1.0,-1.8369701987210294e-16
95685,2018,1007901,938.05,70679,9278,1.662,1.6018646,1,5.572,4611.0,64506.0,0.0,0.0,1.0
95685,2019,1345021,1098.42,0,0,1.986,1.6018646,1,5.7780000000000005,4611.0,64506.0,1007901.0,1.0,6.123233995736766e-17
95685,2020,2310897,1634.0,0,0,1.538333333333333,1.6018646,1,,4611.0,64506.0,1176461.0,1.2246467991473532e-16,-1.0
95685,2021,2973681,1765.0,0,834827,1.57,1.6018646,1,,4611.0,64506.0,1554606.3333333333,-1.0,-1.8369701987210294e-16
95686,2018,70331,80.46000000000001,0,0,0.1,0.28082716,1,4.144,1123.0,43482.0,0.0,0.0,1.0
95686,2019,72515,81.51,0,0,0.164,0.28082716,1,3.0420000000000003,1123.0,43482.0,70331.0,1.0,6.123233995736766e-17
95686,2020,128885,155.0,0,145159,0.2933333333333333,0.28082716,1,,1123.0,43482.0,71423.0,1.2246467991473532e-16,-1.0
95686,2021,142908,164.0,0,132654,0.2716666666666666,0.28082716,1,,1123.0,43482.0,90577.0,-1.0,-1.8369701987210294e-16
95687,2018,6960170,8962.51,726,440716,0.1783333333333333,0.32393953,1,2.495833333333333,69741.0,106648.0,0.0,0.0,1.0
95687,2019,7610889,9339.77,0,435117,0.16,0.32393953,1,2.28,69741.0,106648.0,6960170.0,1.0,6.123233995736766e-17
95687,2020,11112454,14201.0,284301,1048791,0.3666666666666667,0.32393953,1,,69741.0,106648.0,7285529.5,1.2246467991473532e-16,-1.0
95687,2021,12438500,14471.0,811901,608517,0.4033333333333333,0.32393953,1,,69741.0,106648.0,8561171.0,-1.0,-1.8369701987210294e-16
95688,2018,5838428,6198.94,0,1087237,0.5016666666666666,0.6042586,1,2.7725000000000004,39216.0,115791.0,0.0,0.0,1.0
95688,2019,6358224,6438.37,12122,534542,0.4708333333333334,0.6042586,1,2.7566666666666664,39216.0,115791.0,5838428.0,1.0,6.123233995736766e-17
95688,2020,19236112,19110.0,286329710,2542244,0.7183333333333333,0.6042586,1,,39216.0,115791.0,6098326.0,1.2246467991473532e-16,-1.0
95688,2021,20235416,18394.0,162250,1044660,0.7316666666666668,0.6042586,1,,39216.0,115791.0,10477588.0,-1.0,-1.8369701987210294e-16
95689,2018,504830,344.87,0,0,2.47,2.2052255,1,6.772,1065.0,107500.0,0.0,0.0,1.0
95689,2019,653242,403.65,0,0,1.9966666666666668,2.2052255,1,6.37,1065.0,107500.0,504830.0,1.0,6.123233995736766e-17
95689,2020,1247100,724.0,0,0,2.15,2.2052255,1,,1065.0,107500.0,579036.0,1.2246467991473532e-16,-1.0
95689,2021,1541945,767.0,648,0,2.1083333333333334,2.2052255,1,,1065.0,107500.0,801724.0,-1.0,-1.8369701987210294e-16
95690,2018,282818,233.3,0,3545,0.254,0.34786737,1,6.36,1793.0,88173.0,0.0,0.0,1.0
95690,2019,275565,223.14,0,0,0.252,0.34786737,1,6.132,1793.0,88173.0,282818.0,1.0,6.123233995736766e-17
95690,2020,319624,334.0,0,552800,0.3866666666666667,0.34786737,1,,1793.0,88173.0,279191.5,1.2246467991473532e-16,-1.0
95690,2021,353759,341.0,0,79756,0.4316666666666666,0.34786737,1,,1793.0,88173.0,292669.0,-1.0,-1.8369701987210294e-16
95691,2018,4423306,5622.28,45632,67815,0.2166666666666666,0.30434838,1,2.2525,39894.0,100822.0,0.0,0.0,1.0
95691,2019,4841395,5838.82,0,890397,0.1975,0.30434838,1,1.3683333333333334,39894.0,100822.0,4423306.0,1.0,6.123233995736766e-17
95691,2020,6322414,8125.0,0,605888,0.32,0.30434838,1,,39894.0,100822.0,4632350.5,1.2246467991473532e-16,-1.0
95691,2021,6992963,8550.0,0,282881,0.35,0.30434838,1,,39894.0,100822.0,5195705.0,-1.0,-1.8369701987210294e-16
95692,2018,505268,601.44,0,21406,0.478,0.49902365,1,3.5480000000000005,4966.0,86488.0,0.0,0.0,1.0
95692,2019,558836,627.08,0,21380,0.534,0.49902365,1,3.676,4966.0,86488.0,505268.0,1.0,6.123233995736766e-17
95692,2020,787482,890.0,0,879000,0.5599999999999999,0.49902365,1,,4966.0,86488.0,532052.0,1.2246467991473532e-16,-1.0
95692,2021,901163,927.0,0,69687,0.5966666666666667,0.49902365,1,,4966.0,86488.0,617195.3333333334,-1.0,-1.8369701987210294e-16
95693,2018,1385726,1044.24,12105,0,0.368,0.38710153,1,7.356,7623.0,127313.0,0.0,0.0,1.0
95693,2019,1547640,1097.11,0,106677,0.38,0.38710153,1,7.26,7623.0,127313.0,1385726.0,1.0,6.123233995736766e-17
95693,2020,2320284,1763.0,0,105077,0.4216666666666667,0.38710153,1,,7623.0,127313.0,1466683.0,1.2246467991473532e-16,-1.0
95693,2021,2621995,1785.0,0,1623776,0.4433333333333333,0.38710153,1,,7623.0,127313.0,1751216.6666666667,-1.0,-1.8369701987210294e-16
95694,2018,992468,1244.74,0,7215,0.2033333333333333,0.48359936,1,4.666666666666667,10156.0,107415.0,0.0,0.0,1.0
95694,2019,1122855,1315.7599999999998,0,7125,0.2533333333333333,0.48359936,1,4.708333333333333,10156.0,107415.0,992468.0,1.0,6.123233995736766e-17
95694,2020,1768921,1941.0,10038168,3293762,0.61,0.48359936,1,,10156.0,107415.0,1057661.5,1.2246467991473532e-16,-1.0
95694,2021,2039078,2007.0,0,149061,0.6233333333333334,0.48359936,1,,10156.0,107415.0,1294748.0,-1.0,-1.8369701987210294e-16
95695,2018,3790551,5373.84,122731,422834,0.2508333333333333,0.38098568,1,2.928333333333333,38787.0,78875.0,0.0,0.0,1.0
95695,2019,4174890,5684.32,0,21193,0.2441666666666666,0.38098568,1,2.9599999999999995,38787.0,78875.0,3790551.0,1.0,6.123233995736766e-17
95695,2020,5656211,8094.0,7728,983301,0.4433333333333333,0.38098568,1,,38787.0,78875.0,3982720.5,1.2246467991473532e-16,-1.0
95695,2021,6244607,8265.0,60000,545141,0.4633333333333334,0.38098568,1,,38787.0,78875.0,4540550.666666667,-1.0,-1.8369701987210294e-16
95696,2018,1872,2.3,0,0,1.21,0.19467324,1,3.5,16404.5,89916.0,0.0,0.0,1.0
95696,2019,301,1.0,0,0,0.0,0.19467324,1,2.0,16404.5,89916.0,1872.0,1.0,6.123233995736766e-17
95696,2020,280,1.0,0,0,0.0,0.19467324,1,,16404.5,89916.0,1086.5,1.2246467991473532e-16,-1.0
95696,2021,0,0.0,0,0,0.0,0.19467324,1,,16404.5,89916.0,817.6666666666666,-1.0,-1.8369701987210294e-16
95697,2018,21370,32.86,0,0,0.02,0.30413193,1,5.029999999999999,264.0,89916.0,0.0,0.0,1.0
95697,2019,23502,35.660000000000004,0,0,0.1425,0.30413193,1,4.8425,264.0,89916.0,21370.0,1.0,6.123233995736766e-17
95697,2020,43704,63.0,0,0,0.35,0.30413193,1,,264.0,89916.0,22436.0,1.2246467991473532e-16,-1.0
95697,2021,51788,65.0,0,0,0.415,0.30413193,1,,264.0,89916.0,29525.33333333333,-1.0,-1.8369701987210294e-16
95698,2018,27096,25.770000000000003,0,0,0.1075,0.26329398,1,5.9325,255.0,89916.0,0.0,0.0,1.0
95698,2019,32128,26.67,0,0,0.115,0.26329398,1,7.8725,255.0,89916.0,27096.0,1.0,6.123233995736766e-17
95698,2020,49700,46.0,0,278186,0.2683333333333333,0.26329398,1,,255.0,89916.0,29612.0,1.2246467991473532e-16,-1.0
95698,2021,55734,49.0,0,0,0.4166666666666667,0.26329398,1,,255.0,89916.0,36308.0,-1.0,-1.8369701987210294e-16
95699,2018,9722,10.87,0,0,2.145,1.166424,1,6.115,86.0,250001.0,0.0,0.0,1.0
95699,2019,18549,19.91,0,0,1.8166666666666669,1.166424,1,5.956666666666667,86.0,250001.0,9722.0,1.0,6.123233995736766e-17
95699,2020,39571,39.0,0,0,1.1016666666666666,1.166424,1,,86.0,250001.0,14135.5,1.2246467991473532e-16,-1.0
95699,2021,72162,56.0,0,0,1.6483333333333334,1.166424,1,,86.0,250001.0,22614.0,-1.0,-1.8369701987210294e-16
95701,2018,308955,197.29,0,0,2.344,2.3013492,1,6.840000000000001,1077.0,96750.0,0.0,0.0,1.0
95701,2019,419164,250.94,0,32059,2.386,2.3013492,1,6.173,1077.0,96750.0,308955.0,1.0,6.123233995736766e-17
95701,2020,824434,460.0,0,0,2.285,2.3013492,1,,1077.0,96750.0,364059.5,1.2246467991473532e-16,-1.0
95701,2021,989915,495.0,0,0,2.2883333333333336,2.3013492,1,,1077.0,96750.0,517517.6666666667,-1.0,-1.8369701987210294e-16
95703,2018,445879,313.89,0,0,2.6260000000000003,2.189184,1,4.034,2099.0,98734.0,0.0,0.0,1.0
95703,2019,530458,368.99,0,0,2.165833333333333,2.189184,1,3.6808333333333336,2099.0,98734.0,445879.0,1.0,6.123233995736766e-17
95703,2020,916756,652.0,0,0,2.0966666666666667,2.189184,1,,2099.0,98734.0,488168.5,1.2246467991473532e-16,-1.0
95703,2021,1151968,731.0,0,80000,2.1183333333333336,2.189184,1,,2099.0,98734.0,631031.0,-1.0,-1.8369701987210294e-16
95709,2018,1322587,1014.99,0,1195488,2.482,2.1722794,1,5.119,5844.0,79196.0,0.0,0.0,1.0
95709,2019,1674657,1138.52,0,529719,2.447,2.1722794,1,4.798,5844.0,79196.0,1322587.0,1.0,6.123233995736766e-17
95709,2020,2882864,1770.0,0,320000,2.0066666666666664,2.1722794,1,,5844.0,79196.0,1498622.0,1.2246467991473532e-16,-1.0
95709,2021,3515531,1995.0,352134,324656,2.0383333333333336,2.1722794,1,,5844.0,79196.0,1960036.0,-1.0,-1.8369701987210294e-16
95712,2018,8650,5.49,0,0,2.37,2.0687246,1,6.12,16404.5,89916.0,0.0,0.0,1.0
95712,2019,2591,1.34,0,0,3.0,2.0687246,1,4.74,16404.5,89916.0,8650.0,1.0,6.123233995736766e-17
95712,2020,12917,9.0,0,0,1.775,2.0687246,1,,16404.5,89916.0,5620.5,1.2246467991473532e-16,-1.0
95712,2021,18739,9.0,0,174702,1.4166666666666667,2.0687246,1,,16404.5,89916.0,8052.666666666667,-1.0,-1.8369701987210294e-16
95713,2018,2128539,1564.15,0,393000,2.4433333333333334,2.339538,1,4.948333333333333,10471.0,91329.0,0.0,0.0,1.0
95713,2019,2676743,1838.38,0,1122391,2.5575,2.339538,1,4.353333333333333,10471.0,91329.0,2128539.0,1.0,6.123233995736766e-17
95713,2020,4951253,3268.0,0,31271,2.361666666666667,2.339538,1,,10471.0,91329.0,2402641.0,1.2246467991473532e-16,-1.0
95713,2021,6306350,3713.0,13596681,7116949,2.396666666666667,2.339538,1,,10471.0,91329.0,3252178.333333333,-1.0,-1.8369701987210294e-16
95714,2018,103801,73.50999999999999,0,0,2.18,2.1669717,1,5.7375,383.0,79375.0,0.0,0.0,1.0
95714,2019,131256,93.01,0,0,2.175,2.1669717,1,4.407500000000001,383.0,79375.0,103801.0,1.0,6.123233995736766e-17
95714,2020,304561,205.0,0,0,2.033333333333333,2.1669717,1,,383.0,79375.0,117528.5,1.2246467991473532e-16,-1.0
95714,2021,370667,220.0,0,0,2.098333333333333,2.1669717,1,,383.0,79375.0,179872.66666666666,-1.0,-1.8369701987210294e-16
95715,2018,63325,41.42,0,0,2.115,1.4515747,1,9.2925,85.0,158819.0,0.0,0.0,1.0
95715,2019,93465,52.82,0,0,2.1275,1.4515747,1,9.07,85.0,158819.0,63325.0,1.0,6.123233995736766e-17
95715,2020,220985,103.0,0,0,1.3766666666666667,1.4515747,1,,85.0,158819.0,78395.0,1.2246467991473532e-16,-1.0
95715,2021,314641,121.0,0,0,1.4566666666666668,1.4515747,1,,85.0,158819.0,125925.0,-1.0,-1.8369701987210294e-16
95716,2018,3047,1.0,0,0,0.0,0.12824905,1,4.0,16404.5,89916.0,0.0,0.0,1.0
95716,2019,3296,1.0,0,0,0.0,0.12824905,1,4.0,16404.5,89916.0,3047.0,1.0,6.123233995736766e-17
95716,2020,736,0.0,0,0,0.0,0.12824905,1,,16404.5,89916.0,3171.5,1.2246467991473532e-16,-1.0
95716,2021,0,0.0,0,0,0.0,0.12824905,1,,16404.5,89916.0,2359.6666666666665,-1.0,-1.8369701987210294e-16
95717,2018,69124,45.86,0,0,2.352,2.2246604,1,5.964,111.0,89916.0,0.0,0.0,1.0
95717,2019,77555,49.870000000000005,0,0,2.262,2.2246604,1,4.456,111.0,89916.0,69124.0,1.0,6.123233995736766e-17
95717,2020,139853,87.0,0,0,2.1333333333333333,2.2246604,1,,111.0,89916.0,73339.5,1.2246467991473532e-16,-1.0
95717,2021,191023,102.0,0,0,2.061666666666667,2.2246604,1,,111.0,89916.0,95510.66666666669,-1.0,-1.8369701987210294e-16
95720,2018,332048,261.32,0,0,2.53,2.3472319,1,6.53,52.0,89916.0,0.0,0.0,1.0
95720,2019,442218,307.47,0,313640,2.6675,2.3472319,1,7.265000000000001,52.0,89916.0,332048.0,1.0,6.123233995736766e-17
95720,2020,522182,328.0,0,0,2.37,2.3472319,1,,52.0,89916.0,387133.0,1.2246467991473532e-16,-1.0
95720,2021,643893,341.0,1154452,2174586,2.395,2.3472319,1,,52.0,89916.0,432149.3333333333,-1.0,-1.8369701987210294e-16
95721,2018,73158,54.87,0,0,2.4433333333333334,1.3532801,1,6.23,0.0,89916.0,0.0,0.0,1.0
95721,2019,101456,73.96,0,0,2.7266666666666666,1.3532801,1,6.333333333333333,0.0,89916.0,73158.0,1.0,6.123233995736766e-17
95721,2020,199282,134.0,0,0,1.18,1.3532801,1,,0.0,89916.0,87307.0,1.2246467991473532e-16,-1.0
95721,2021,318961,168.0,7048402,8619311,1.795,1.3532801,1,,0.0,89916.0,124632.0,-1.0,-1.8369701987210294e-16
95722,2018,1585961,1047.37,0,0,2.6566666666666667,2.2710614,1,4.016666666666667,4439.0,101023.0,0.0,0.0,1.0
95722,2019,2047680,1234.62,0,88402,2.58,2.2710614,1,3.802000000000001,4439.0,101023.0,1585961.0,1.0,6.123233995736766e-17
95722,2020,3593454,1975.0,0,485000,2.195,2.2710614,1,,4439.0,101023.0,1816820.5,1.2246467991473532e-16,-1.0
95722,2021,4639672,2282.0,0,85921,2.2183333333333333,2.2710614,1,,4439.0,101023.0,2409031.6666666665,-1.0,-1.8369701987210294e-16
95724,2018,200521,97.46,0,0,2.184,2.253581,1,5.3420000000000005,16404.5,89916.0,0.0,0.0,1.0
95724,2019,231546,99.33,0,0,2.4425,2.253581,1,5.095,16404.5,89916.0,200521.0,1.0,6.123233995736766e-17
95724,2020,354904,162.0,0,0,2.151666666666667,2.253581,1,,16404.5,89916.0,216033.5,1.2246467991473532e-16,-1.0
95724,2021,401002,164.0,0,0,2.216666666666667,2.253581,1,,16404.5,89916.0,262323.6666666667,-1.0,-1.8369701987210294e-16
95726,2018,2930612,2147.71,30256,619407,2.67,2.3548515,1,5.42,8229.0,95125.0,0.0,0.0,1.0
95726,2019,3769935,2515.73,0,2171646,2.3041666666666667,2.3548515,1,5.091666666666667,8229.0,95125.0,2930612.0,1.0,6.123233995736766e-17
95726,2020,6659265,4375.0,0,1541196,2.475,2.3548515,1,,8229.0,95125.0,3350273.5,1.2246467991473532e-16,-1.0
95726,2021,7880342,4637.0,1235773,578753,2.858333333333333,2.3548515,1,,8229.0,95125.0,4453270.666666667,-1.0,-1.8369701987210294e-16
95728,2018,594244,434.32,0,0,2.144,2.000921,1,4.5600000000000005,593.0,113224.0,0.0,0.0,1.0
95728,2019,685373,471.45,74999,0,2.036,2.000921,1,4.13,593.0,113224.0,594244.0,1.0,6.123233995736766e-17
95728,2020,1537782,922.0,0,0,1.8333333333333333,2.000921,1,,593.0,113224.0,639808.5,1.2246467991473532e-16,-1.0
95728,2021,2020487,1002.0,0,0,1.9283333333333332,2.000921,1,,593.0,113224.0,939133.0,-1.0,-1.8369701987210294e-16
95730,2018,7541,7.3,0,0,0.93,0.43991247,1,5.075,16404.5,89916.0,0.0,0.0,1.0
95730,2019,1320,1.0,0,0,1.0,0.43991247,1,5.0,16404.5,89916.0,7541.0,1.0,6.123233995736766e-17
95730,2020,1177,1.0,0,0,0.3333333333333333,0.43991247,1,,16404.5,89916.0,4430.5,1.2246467991473532e-16,-1.0
95730,2021,1139,1.0,0,0,0.3333333333333333,0.43991247,1,,16404.5,89916.0,3346.0,-1.0,-1.8369701987210294e-16
95735,2018,199432,151.32999999999998,0,0,2.215,1.7103915,1,7.905,54.0,106375.0,0.0,0.0,1.0
95735,2019,245744,170.97,0,0,2.4333333333333336,1.7103915,1,6.82,54.0,106375.0,199432.0,1.0,6.123233995736766e-17
95735,2020,440148,325.0,0,0,1.5716666666666663,1.7103915,1,,54.0,106375.0,222588.0,1.2246467991473532e-16,-1.0
95735,2021,751006,462.0,23810280,11908347,1.6449999999999998,1.7103915,1,,54.0,106375.0,295108.0,-1.0,-1.8369701987210294e-16
95736,2018,116061,98.04,0,0,2.0975,2.0561903,1,5.0925,187.0,89916.0,0.0,0.0,1.0
95736,2019,133549,95.34,0,0,2.205,2.0561903,1,5.09,187.0,89916.0,116061.0,1.0,6.123233995736766e-17
95736,2020,236006,172.0,0,0,1.8666666666666665,2.0561903,1,,187.0,89916.0,124805.0,1.2246467991473532e-16,-1.0
95736,2021,224197,155.0,0,0,1.9833333333333332,2.0561903,1,,187.0,89916.0,161872.0,-1.0,-1.8369701987210294e-16
95742,2018,1758111,2425.87,11739,29516,0.425,0.3946002,1,2.815,16287.0,154602.0,0.0,0.0,1.0
95742,2019,2038328,2626.26,0,2792,0.325,0.3946002,1,2.7,16287.0,154602.0,1758111.0,1.0,6.123233995736766e-17
95742,2020,2732857,3470.0,7563,171497,0.4383333333333333,0.3946002,1,,16287.0,154602.0,1898219.5,1.2246467991473532e-16,-1.0
95742,2021,3246711,3836.0,34914,564989,0.41,0.3946002,1,,16287.0,154602.0,2176432.0,-1.0,-1.8369701987210294e-16
95746,2018,5980059,4011.48,0,354881,1.0158333333333334,1.115325,1,2.8541666666666665,22549.0,182321.0,0.0,0.0,1.0
95746,2019,6681830,4148.7,0,84169,1.0166666666666666,1.115325,1,2.779166666666667,22549.0,182321.0,5980059.0,1.0,6.123233995736766e-17
95746,2020,8620275,5467.0,0,2126188,1.215,1.115325,1,,22549.0,182321.0,6330944.5,1.2246467991473532e-16,-1.0
95746,2021,9986165,5651.0,0,1515678,1.22,1.115325,1,,22549.0,182321.0,7094054.666666667,-1.0,-1.8369701987210294e-16
95747,2018,19797960,24722.0,4402,1368952,0.2291666666666666,0.33558142,1,2.3441666666666667,78987.0,133595.0,0.0,0.0,1.0
95747,2019,22472544,26576.9,0,734762,0.2241666666666666,0.33558142,1,2.4433333333333334,78987.0,133595.0,19797960.0,1.0,6.123233995736766e-17
